business_code,name,tci_classification,official_classification,city_name,supplier_code,supplier_name
HO10422,Savoy - IHCL Seleqtions,lux,5str,Ooty (Udhagamandalam),DR10733,Savoy - IHCL Seleqtions
HO10281,Asia Spa Resort,moderate,4str,Dharamshala,DR10751,Asia Spa Resort
HO11404,Narayan Niwas Palace,budget,3str,Jaisalmer,DR11651,Narayan Niwas Palace
HO12271,Gaun Ghar,budget,standard-lodge,Bandipur (NP),DR12655,Gaun Ghar
HO11936,The Claridges Nabha Residence,first-class,4str,Mussoorie,DR12417,The Claridges Nabha Residence
HO10607,RKV-2BRH,budget,houseboat-silver,Kumarakom,DR10254,RKV-2BRH
HO12288,Anantara Jewel Bagh,first-class,1str,Jaipur,DR12717,Anantara Jewel Bagh
HO11661,Punnamada Resorts,budget,4str,Alappuzha (Alleppey),DR10249,Punnamada Resorts
HO11335,The Panoramic Getaway,moderate,5str,Munnar,DR11504,The Panoramic Getaway
HO11907,ITC Kohenur,first-class,5str,Hyderabad,DR12465,ITC Kohenur
HO11616,Jaagir Manor â€“ IHCL SeleQtions,first-class,5str,Dudhwa,DR12341,Jaagir Manor â€“ IHCL SeleQtions
HO10377,Vesta International,budget,4str,Jaipur,DR10849,Vesta International
HO12303,Neel Clarks Inn Express,budget,3str,Agra,DR12768,Neel Clarks Inn Express
HO10973,Jungle Home,moderate,1str,Pench,DR11325,Jungle Home
HO10998,Vismaya,first-class,3str,Cherthala,DR11296,Vismaya
HO12334,Visalam,first-class,4str,Chettinadu,DR10566,Visalam
HO10568,The Fern An Ecotel Hotel,moderate,5str,Jaipur,DR11020,The Fern An Ecotel Hotel
HO10535,Lemon Tree Amarante Beach Resort,moderate,4str,Goa,DR10562,Lemon Tree Amarante Beach Resort
HO10849,Le Meridien,first-class,5str,Jaipur,DR10810,Le Meridien
HO10457,Vivanta (Residency Road),moderate,5str,Bengaluru,DR10918,Vivanta (Residency Road)
HO11488,Novotel,moderate,5str,Visakhapatnam,DR12203,Novotel
HO11980,T2 Beacon,budget,3str,,DR11538,T2 Beacon
HO11345,Mundackal Plantation Homestay,moderate,1str,Kothamangalam (KL) ,DR11540,Mundackal Plantation Homestay
HO10321,Ambassador - IHCL SeleQtions,first-class,5str,New Delhi,DR10084,Ambassador - IHCL SeleQtions
HO11298,The Lalit Resort & Spa,first-class,5str,Bekal,DR11479,The Lalit Resort & Spa
HO11581,Rose Amer,lux,1str,Jaipur,DR12368,Rose Amer
HO10040,Brijrama Palace,lux,heritage,Varanasi,DR10202,Brijrama Palace
HO11602,Arch Plaza,budget,5str,New Delhi,DR12298,Arch Plaza
HO12380,AMS Test,lux,5str,Indore,DR12040,AMS Test
HO11378,Andores Resort And Spa,first-class,4str,Goa,DR11310,Andores Resort And Spa
HO10286,Pride Plaza,moderate,5str,New Delhi,DR10372,Pride Plaza
HO11114,Marriott,moderate,5str,Indore,DR11449,Marriott
HO10501,Bundi Vilas,moderate,1str,Bundi,DR10887,Bundi Vilas
HO10004,Four Points By Sheraton,moderate,5str,Jaipur,DR10106,Four Points By Sheraton
HO10831,Killa Bhawan,moderate,4str,Jaisalmer,DR11116,Killa Bhawan
HO11867,AyurSoma Ayurveda Royal Retreat,budget,1str,Kovalam,DR11538,AyurSoma Ayurveda Royal Retreat
HO10108,Ibis,budget,3str,Jaipur,DR10269,Ibis
HO11798,Stone Wood Resort,budget,3str,Goa,DR12524,Stone Wood Resort
HO11015,Golden Tulip Suites,moderate,4str,Gurgaon,DR10791,Golden Tulip Suites
HO11494,Taurus Sarovar Portico,budget,4str,New Delhi,DR12196,Taurus Sarovar Portico
HO10667,Haveli Dharampura,first-class,4str,New Delhi,DR10497,Haveli Dharampura
HO11008,Udman By Ferns N Petals,moderate,4str,New Delhi,DR11216,Udman By Ferns N Petals
HO11566,Radisson Blu GRT,moderate,5str,Chennai,DR12361,Radisson Blu GRT
HO10261,Mayfair Himalayan Spa Resort,first-class,5str,Kalimpong,DR10720,Mayfair Himalayan Spa Resort
HO10942,Southern Star,moderate,5str,Mysuru (Mysore),DR11057,Southern Star
HO10022,DoubleTree By Hilton,first-class,5str,Agra,DR10167,DoubleTree By Hilton
HO11552,Norbu House,moderate,3str,Dharamshala,DR12296,Norbu House
HO12109,Contour Island Resort & Spa,budget,3str,,DR11538,Contour Island Resort & Spa
HO11700,Alidia Beach Resort,budget,3str,,DR11538,Alidia Beach Resort
HO10677,Chateau Garli,moderate,3str,Pragpur,DR10846,Chateau Garli
HO10336,The Oberoi Cecil,lux,5str,Shimla,DR10610,The Oberoi Cecil
HO10466,Dune De L'Orient,moderate,3str,Puducherry (Pondicherry),DR10924,Dune De L'Orient
HO11879,Gokulam Grand Resort & Spa,first-class,1str,Kumarakom,DR12504,Gokulam Grand Resort & Spa
HO11445,Umed Bhawan Palace,moderate,4str,Kota (RJ) ,DR11597,Umed Bhawan Palace
HO11273,Radisson Blu,moderate,5str,Faridabad,DR10594,Radisson Blu
HO11121,The Retreat,budget,4str,Agra,DR11487,The Retreat
HO10623,Taj Exotica Resort & Spa,lux,5str,Goa,DR11052,Taj Exotica Resort & Spa
HO11349,The Lalit,first-class,5str,Chandigarh,DR10588,The Lalit
HO11628,Florence,budget,3str,New Delhi,DR12593,Florence
HO10168,Fragrant Nature,first-class,5str,Munnar,DR10270,Fragrant Nature
HO10038,TatSaraasa Resort & Spa,moderate,5str,Udaipur (RJ),DR10215,TatSaraasa Resort & Spa
HO10329,Lakes and Lagoon,houseboat-first-class,houseboat-platinum,Alappuzha (Alleppey),DR10241,Lakes and Lagoon
HO10738,Regenta Resort,moderate,4str,Bhuj,DR11100,Regenta Resort
HO11193,Six Senses Vana,lux,1str,Dehradun,DR11331,Six Senses Vana
HO12290,Club Mahindra,moderate,1str,Bharatpur,DR12736,Club Mahindra
HO11377,Siris 18,budget,3str,Agra,DR10455,Siris 18
HO11870,Lumbinis Grand,budget,1str,,DR11538,Lumbinis Grand
HO10649,Niraamaya Retreats Cardamom Club,first-class,4str,Thekkady (Periyar/Kumily),DR10808,Niraamaya Retreats Cardamom Club
HO11170,Laxman Jhula Divine Resort,moderate,4str,Rishikesh,DR11491,Laxman Jhula Divine Resort
HO10054,JP Hotel,budget,3str,Chennai,DR10650,JP Hotel
HO10227,Khas Bagh,first-class,4str,Jaipur,DR10278,Khas Bagh
HO12057,E-Square The Fern,budget,5str,,DR11538,E-Square The Fern
HO12201,Rhythm,moderate,4str,Gurgaon,DR12401,Rhythm
HO12059,Royal Sarovar Portico,budget,3str,Siliguri,DR11538,Royal Sarovar Portico
HO10461,Mamallaa Heritage,budget,3str,Mamallapuram (Mahabalipuram),DR10945,Mamallaa Heritage
HO12054,Crowne Plaza Pune City Centre,budget,5str,,DR11538,Crowne Plaza Pune City Centre
HO11854,Lariya Resort,budget,3str,,DR11538,Lariya Resort
HO10542,Reni Pani Jungle Lodge,first-class,3str,Hoshangabad (Satpura),DR10601,Reni Pani Jungle Lodge
HO10862,Fairmont,lux,5str,Jaipur,DR10256,Fairmont
HO11392,Red Earth,first-class,1str,Gokarna,DR11292,Red Earth
HO10670,Renest,moderate,3str,Jaipur,DR11031,Renest
HO10060,Rajdarshan,budget,3str,Udaipur (RJ),DR10146,Rajdarshan
HO10774,Desert Resort,moderate,3str,Mandawa,DR10351,Desert Resort
HO11126,Treehouse Rajbagh,budget,1str,Jodhpur,DR10962,Treehouse Rajbagh
HO11173,Grand Uniara,moderate,3str,Jaipur,DR11526,Grand Uniara
HO12060,Lemon Tree Hotel,budget,1str,Gurgaon,DR11538,Lemon Tree Hotel
HO10613,Xandari Riverscapes,houseboat-first-class,houseboat-platinum,Kumarakom,DR10649,Xandari Riverscapes
HO10476,The Residency Towers,moderate,5str,Puducherry (Pondicherry),DR10938,The Residency Towers
HO12332,Sinclairs Retreat,moderate,4str,Ooty (Udhagamandalam),DR11538,Sinclairs Retreat
HO10335,Red Fox,budget,1str,New Delhi,DR10130,Red Fox
HO11042,Sterling,moderate,4str,Munnar,DR11381,Sterling
HO10557,Nelpura Heritage Homestay,budget,1str,Alappuzha (Alleppey),DR10248,Nelpura Heritage Homestay
HO11454,Sara Vilas,budget,4str,Mandawa,DR11061,Sara Vilas
HO12094,Fortune Park Lakecity,budget,4str,,DR11538,Fortune Park Lakecity
HO11716,Country Inn & Suites,budget,5str,Gurgaon,DR11538,Country Inn & Suites
HO11949,The Amethyst,budget,3str,,DR11538,The Amethyst
HO10279,Dev Shree,moderate,4str,Deogarh,DR10544,Dev Shree
HO11737,Golden Tulip,budget,4str,Jaipur,DR11538,Golden Tulip
HO12312,Majgaon Lodge,moderate,standard-hotel,Annapurna Region,DR12655,Majgaon Lodge
HO10962,The Ummed,moderate,4str,Jodhpur,DR10344,The Ummed
HO12338,Sterling Park,moderate,4str,Kalimpong,DR12794,Sterling Park
HO11818,Fortune Avenue Jalandhar,budget,4str,,DR11538,Fortune Avenue Jalandhar
HO11105,Radisson Goa Candolim,first-class,4str,Goa,DR10702,Radisson Goa Candolim
HO10065,Ambady Estate,moderate,4str,Munnar,DR10003,Ambady Estate
HO11016,Shahpura Kumbhal Villas,budget,1str,Kumbhalgarh,DR10471,Shahpura Kumbhal Villas
HO11194,Clarks Inn,moderate,4str,Bengaluru,DR11862,Clarks Inn
HO11185,Holiday Inn Express & Suites,first-class,1str,Jaipur,DR11277,Holiday Inn Express & Suites
HO10242,Traditional Haveli,moderate,5str,Jaipur,DR10717,Traditional Haveli
HO12101,The Park,budget,5str,Chennai,DR11538,The Park
HO10434,Lords Inn,moderate,3str,Jodhpur,DR10336,Lords Inn
HO10331,Lakes and Lagoon - 2 BRH,houseboat-first-class,houseboat-gold,,DR10241,Lakes and Lagoon - 2 BRH
HO10933,Clouds End Villa Cottages,moderate,3str,Dharamshala,DR10587,Clouds End Villa Cottages
HO10712,GRT Regency,moderate,3str,Kanchipuram,DR11168,GRT Regency
HO11902,Karwaan,budget,5str,Jaisalmer,DR12646,Karwaan
HO10748,Hilton Garden Inn,moderate,4str,Lucknow,DR10485,Hilton Garden Inn
HO11271,Lemon Tree Premier,moderate,1str,Dwarka,DR11536,Lemon Tree Premier
HO10626,Taj City Centre New Town,first-class,5str,Kolkata,DR10991,Taj City Centre New Town
HO11055,Comfort Inn President,budget,3str,Ahmedabad,DR11408,Comfort Inn President
HO10572,Woodville Palace,moderate,3str,Shimla,DR10611,Woodville Palace
HO11959,Welcomheritage Ramgarh,budget,4str,,DR11538,Welcomheritage Ramgarh
HO11928,Welcom Heritage Shri Mohangarh Fort,budget,5str,,DR11538,Welcom Heritage Shri Mohangarh Fort
HO10202,Placid,budget,4str,Prayagraj,DR10459,Placid
HO10043,Amet Haveli,moderate,3str,Udaipur (RJ),DR10061,Amet Haveli
HO11258,Lemon Tree,moderate,4str,Coimbatore,DR11531,Lemon Tree
HO11307,Soma Palmshore,budget,3str,Kovalam,DR11299,Soma Palmshore
HO10921,Surasena Regal Vista,budget,1str,Agra,DR11204,Surasena Regal Vista
HO11804,The HQ,budget,4str,Goa,DR11538,The HQ
HO11168,Palanpur Palace,budget,3str,Mount Abu,DR11340,Palanpur Palace
HO10483,Sterling Ooty - Fern Hills,budget,5str,Ooty (Udhagamandalam),DR10933,Sterling Ooty - Fern Hills
HO10619,Xandari Riverscapes-3BRH,houseboat-first-class,houseboat-platinum,Kumarakom,DR10649,Xandari Riverscapes-3BRH
HO11278,The Jungle Book Resort,moderate,1str,Alipurduar,DR11511,The Jungle Book Resort
HO10171,Sparsa,budget,3str,Kanyakumari,DR10663,Sparsa
HO10602,Blue Jelly-2BRH,houseboat-lux,houseboat-platinum,Kumarakom,DR10756,Blue Jelly-2BRH
HO10077,Taj Fateh Prakash Palace,lux,1str,Udaipur (RJ),DR10210,Taj Fateh Prakash Palace
HO10431,Vividus,moderate,4str,Bengaluru,DR10882,Vividus
HO10781,Hyatt Regency,moderate,5str,Thrissur,DR10426,Hyatt Regency
HO11056,Sterling,budget,4str,Yercaud,DR11380,Sterling
HO11788,Heritage Resort,budget,3str,Badami,DR12548,Heritage Resort
HO10925,WelcomHeritage Grace,moderate,3str,Dharamshala,DR10590,WelcomHeritage Grace
HO12065,MGM Grand,budget,3str,,DR11538,MGM Grand
HO11584,Blanket Days Resort & Spa,first-class,5str,Thekkady (Periyar/Kumily),DR12409,Blanket Days Resort & Spa
HO11589,S Hotels,budget,3str,Chennai,DR12212,S Hotels
HO12216,Pinnacle,moderate,3str,Lucknow,DR12661,Pinnacle
HO10724,Lemon Tree (Electronics City),moderate,4str,Bengaluru,DR11138,Lemon Tree (Electronics City)
HO11736,Courtyard By Marriott,budget,5str,Navi Mumbai,DR11538,Courtyard By Marriott
HO10744,Brij Gaj Kesri,moderate,4str,Bikaner,DR10607,Brij Gaj Kesri
HO11127,Iris Park,budget,3str,New Delhi,DR11480,Iris Park
HO10945,WelcomHeritage Mount Valley Resort,moderate,4str,Ranthambore,DR11181,WelcomHeritage Mount Valley Resort
HO12256,Chandragiri Hills Resort,first-class,4str,Kathmandu,DR12655,Chandragiri Hills Resort
HO11845,DoubleTree by Hilton,budget,5str,,DR11538,DoubleTree by Hilton
HO11994,The Westin Powai Lake,budget,5str,Mumbai,DR11538,The Westin Powai Lake
HO10023,The Coral Court,budget,home-stay,Agra,DR10199,The Coral Court
HO12295,Jhadol Vijay Vilas,budget,4str,Udaipur (RJ),DR12757,Jhadol Vijay Vilas
HO11318,Lotus Nikko,moderate,3str,Bodhgaya,DR11467,Lotus Nikko
HO11652,Justa Indra Nagar,budget,4str,,DR11538,Justa Indra Nagar
HO10201,Fateh Garh,first-class,5str,Udaipur (RJ),DR10091,Fateh Garh
HO10092,Dera Rawatsar,moderate,3str,Jaipur,DR10252,Dera Rawatsar
HO12102,La orchid,budget,1str,,DR11538,La orchid
HO10034,Rhythm,first-class,5str,Kumarakom,DR10107,Rhythm
HO10521,Taj Kumarakom Resort & Spa,first-class,5str,Kumarakom,DR10965,Taj Kumarakom Resort & Spa
HO11348,Hyatt Regency,first-class,5str,Lucknow,DR11797,Hyatt Regency
HO10112,Aaram Mahal,budget,4str,Udaipur (RJ),DR10058,Aaram Mahal
HO10481,Wildflower Hall,lux,5str,Mashobra,DR10640,Wildflower Hall
HO11914,Sandhya Kasol,budget,4str,Kasol,DR12621,Sandhya Kasol
HO12361,Bori Safari Lodge,first-class,1str,Betul (Satpura),DR12777,Bori Safari Lodge
HO11934,Dekyid,budget,3str,,DR11538,Dekyid
HO11090,Fortune Inn Haveli,moderate,4str,Gandhinagar,DR11429,Fortune Inn Haveli
HO12172,Sri Omkar Palace,budget,3str,,DR11538,Sri Omkar Palace
HO10241,Clarke's Oberoi,first-class,4str,Shimla,DR10746,Clarke's Oberoi
HO12198,Stone Wood Maan Vilas,moderate,4str,Udaipur (RJ),DR12304,Stone Wood Maan Vilas
HO11432,Amargarh Resort,budget,3str,Jodhpur,DR11882,Amargarh Resort
HO11384,Talaibagh Palace,moderate,1str,Jaipur,DR11184,Talaibagh Palace
HO10443,Le Dupleix,first-class,1str,Puducherry (Pondicherry),DR10881,Le Dupleix
HO10212,Travancore Heritage,moderate,3str,Kovalam,DR10429,Travancore Heritage
HO11077,Quality Hotel D V Manor,budget,4str,Vijayawada,DR11351,Quality Hotel D V Manor
HO12362,Meru Vann,first-class,1str,Kanha,DR12819,Meru Vann
HO10487,Heritage Resort,budget,3str,Bikaner,DR10952,Heritage Resort
HO11688,Quality Airport Hotels,budget,3str,,DR11538,Quality Airport Hotels
HO11060,Comfort Inn Sunset,budget,3str,Ahmedabad,DR11336,Comfort Inn Sunset
HO10497,Jas Vilas,moderate,3str,Jaipur,DR10787,Jas Vilas
HO12192,Kurja Resort,budget,3str,Phalodi,DR12506,Kurja Resort
HO10258,WelcomHeritage Judges Court,moderate,3str,Pragpur,DR10737,WelcomHeritage Judges Court
HO10128,Clarks,moderate,5str,Varanasi,DR10207,Clarks
HO11938,Pachewar Garh,budget,3str,Pachewar,DR12636,Pachewar Garh
HO10680,Mayfair Waves,moderate,1str,Puri,DR11088,Mayfair Waves
HO12180,A.S.Hotels,budget,4str,,DR11538,A.S.Hotels
HO12184,Renest Shraddha Inn,moderate,1str,Shirdi,DR12487,Renest Shraddha Inn
HO11209,Bloomrooms (Janpath),moderate,3str,New Delhi,DR11462,Bloomrooms (Janpath)
HO10029,Backwater Ripples,moderate,5str,Kumarakom,DR10108,Backwater Ripples
HO12139,The Mountain Courtyard,budget,5str,Thekkady (Periyar/Kumily),DR11538,The Mountain Courtyard
HO10857,Glenburn Tea Estate,first-class,3str,Darjeeling,DR10694,Glenburn Tea Estate
HO11182,The Ambassador Pallava,moderate,4str,Chennai,DR11600,The Ambassador Pallava
HO10396,Shangri-La,first-class,5str,Bengaluru,DR10504,Shangri-La
HO10044,Le Pondy,moderate,5str,Puducherry (Pondicherry),DR10183,Le Pondy
HO10931,The Johri,first-class,1str,Jaipur,DR11039,The Johri
HO11251,Azaya Beach Resort,first-class,5str,Goa,DR11452,Azaya Beach Resort
HO10827,Lchang Nang Retreat,first-class,5str,Leh,DR11159,Lchang Nang Retreat
HO10458,Suroth Mahal,budget,4str,Karauli,DR10963,Suroth Mahal
HO10645,Courtyard By Marriott,moderate,4str,Chennai,DR10359,Courtyard By Marriott
HO12158,Tijara Fort-Palace,budget,1str,Alwar,DR11538,Tijara Fort-Palace
HO12269,Mulberry,budget,3str,Kathmandu,DR12655,Mulberry
HO11308,Residency Fort,budget,2str,Mumbai,DR11807,Residency Fort
HO12053,Mayfair Tea Resorts,budget,5str,Siliguri,DR11538,Mayfair Tea Resorts
HO10017,Radisson Jass,first-class,4str,Khajuraho,DR10126,Radisson Jass
HO10473,Uday Suites,moderate,4str,Thiruvananthapuram (Trivandrum),DR10929,Uday Suites
HO12046,Sai Towers,budget,2str,,DR11538,Sai Towers
HO10259,The Zuri White Sands,first-class,5str,Goa,DR10705,The Zuri White Sands
HO10287,Jaypee Siddharth,moderate,5str,New Delhi,DR10778,Jaypee Siddharth
HO10043,Amet Haveli,moderate,4str,Udaipur (RJ),DR10061,Amet Haveli
HO10531,The Taj Mahal Palace,lux,5str,Mumbai,DR10542,The Taj Mahal Palace
HO11592,Park Inn By Radisson,moderate,1str,Ayodhya,DR12396,Park Inn By Radisson
HO10103,Crowne Plaza,first-class,5str,Jaipur,DR10247,Crowne Plaza
HO11153,Cardinal Express Oxmo,budget,3str,New Delhi,DR11321,Cardinal Express Oxmo
HO11294,Lemon Tree Wildlife Resort,moderate,1str,Bandhavgarh,DR10100,Lemon Tree Wildlife Resort
HO11641,Greenpark,budget,1str,,DR11538,Greenpark
HO11133,Bhanwar Vilas Palace,budget,3str,Karauli,DR11339,Bhanwar Vilas Palace
HO10759,Abad Brookside,moderate,4str,Wayanad,DR11167,Abad Brookside
HO10664,Royal Safari Camp,moderate,4str,Bajana (GJ),DR10530,Royal Safari Camp
HO10024,Khandela Haveli,moderate,heritage,Jaipur,DR10001,Khandela Haveli
HO11728,Birders Inn,moderate,3str,Bharatpur,DR10553,Birders Inn
HO12235,Hyatt Regency,moderate,5str,Gurgaon,DR12252,Hyatt Regency
HO12278,Roopa Elite,budget,4str,Mysuru (Mysore),DR12713,Roopa Elite
HO11639,Lakshmi Vilas,budget,1str,,DR11538,Lakshmi Vilas
HO11905,Saboo Resort,budget,4str,,DR11538,Saboo Resort
HO11482,Ananta Spa & Resort,first-class,5str,Pushkar,DR12230,Ananta Spa & Resort
HO11510,The Gateway Hotel,moderate,5str,Nasik,DR12257,The Gateway Hotel
HO10134,Jim's Jungle Retreat,first-class,4str,Corbett,DR10476,Jim's Jungle Retreat
HO11038,Fortune Park BBD,moderate,4str,Lucknow,DR11291,Fortune Park BBD
HO10713,Taj Skyline,first-class,5str,Ahmedabad,DR11134,Taj Skyline
HO10570,Comfort Inn Heritage,moderate,4str,Mumbai,DR10409,Comfort Inn Heritage
HO10049,Premkunj,moderate,1str,Udaipur (RJ),DR10145,Premkunj
HO10276,Libra Lords Inn,budget,3str,Jaipur,DR10000,Libra Lords Inn
HO10042,J C Residency,budget,3str,Madurai,DR10164,J C Residency
HO11373,Raisar Camp,budget,1str,Bikaner,DR11888,Raisar Camp
HO11680,Dadhikar Fort,budget,4str,,DR11538,Dadhikar Fort
HO10608,RKV-2BRH,budget,houseboat-silver,Alappuzha (Alleppey),DR10254,RKV-2BRH
HO11526,Renaissance,first-class,5str,Lucknow,DR12320,Renaissance
HO10064,Mahendra Prakash,moderate,heritage,Udaipur (RJ),DR10134,Mahendra Prakash
HO10062,Shiv Niwas Palace,first-class,5str,Udaipur (RJ),DR10203,Shiv Niwas Palace
HO10957,The Leela,first-class,5str,Kovalam,DR11041,The Leela
HO11617,Sunday Hotel,moderate,5str,Jaipur,DR12195,Sunday Hotel
HO12016,Mosaic,budget,4str,,DR11538,Mosaic
HO12147,Samudra KTDC,budget,3str,,DR11538,Samudra KTDC
HO11547,The Maharana Bagh,moderate,4str,Udaipur (RJ),DR12233,The Maharana Bagh
HO10340,Lakes and Lagoon - 2 BRH,houseboat-first-class,houseboat-gold,,DR10241,Lakes and Lagoon - 2 BRH
HO10268,Chettinadu Mansion,budget,3str,Karaikudi,DR10567,Chettinadu Mansion
HO10011,Tajview,moderate,5str,Agra,DR10047,Tajview
HO10199,Ikaki Niwas,budget,1str,Jaipur,DR10271,Ikaki Niwas
HO10507,Hilton,first-class,5str,Jaipur,DR10267,Hilton
HO11899,Hampshire Plaza,budget,3str,Hyderabad,DR11538,Hampshire Plaza
HO11796,The Westin Goa,budget,5str,,DR11538,The Westin Goa
HO12022,Radisson Blu Mbd,budget,5str,,DR11538,Radisson Blu Mbd
HO11423,The Baagh Ananta Elite,moderate,4str,Ranthambore,DR11949,The Baagh Ananta Elite
HO11368,MPT Malwa Resort,budget,1str,Mandu (MP),DR11886,MPT Malwa Resort
HO10534,Lemon Tree Premier,moderate,4str,Patna,DR10734,Lemon Tree Premier
HO10770,Taj tirupati,first-class,5str,Tirupati,DR10994,Taj tirupati
HO11718,"De Mandarin Beach Resort, Suites And Villas",moderate,1str,Goa,DR12515,"De Mandarin Beach Resort, Suites And Villas"
HO11291,Lemon Tree (Candolim),moderate,4str,Goa,DR11529,Lemon Tree (Candolim)
HO11004,Travancore Court,budget,4str,Kochi (Cochin),DR11298,Travancore Court
HO11425,The Golden Palms Hotel & Spa,moderate,3str,New Delhi,DR11933,The Golden Palms Hotel & Spa
HO12085,KVM Hotel,budget,3str,Trichy (Tiruchirappalli),DR12561,KVM Hotel
HO12080,Yantra Ayurvedic Resort,budget,3str,,DR11538,Yantra Ayurvedic Resort
HO10471,Baymaas Lakehouse,moderate,1str,Kochi (Cochin),DR10025,Baymaas Lakehouse
HO11395,Casa Rio,budget,1str,Athirappilly,DR12039,Casa Rio
HO10367,Golden Tulip Essential,moderate,4str,Jaipur,DR10266,Golden Tulip Essential
HO12357,Padmaa,first-class,1str,Jaipur,DR12818,Padmaa
HO11079,The Gateway Hotel (Ernakulam),moderate,5str,Kochi (Cochin),DR11338,The Gateway Hotel (Ernakulam)
HO11509,Kumarakom Lake Resort (Houseboat),houseboat-first-class,houseboat-platinum,Alappuzha (Alleppey),DR10110,Kumarakom Lake Resort (Houseboat)
HO11282,Gama Heritage Residency,budget,1str,Kochi (Cochin),DR11392,Gama Heritage Residency
HO10681,ITC Sonar,first-class,5str,Kolkata,DR11080,ITC Sonar
HO12157,Church View Suites,budget,3str,,DR11538,Church View Suites
HO11762,Presidium Sarovar Portico Dalhousie,budget,1str,,DR11538,Presidium Sarovar Portico Dalhousie
HO11109,Fortune Park Panchwati,moderate,4str,Kolkata,DR11363,Fortune Park Panchwati
HO10485,Svatma,first-class,5str,Thanjavur (Tanjore),DR10195,Svatma
HO10510,Lemon Tree Premier,moderate,3str,Pune,DR10153,Lemon Tree Premier
HO12393,Manvii,budget,5str,Rewalsar,DR10497,Manvii
HO11338,Kasmanda Palace,moderate,3str,Mussoorie,DR11323,Kasmanda Palace
HO11740,Effotel by Sayaji,budget,2str,,DR11538,Effotel by Sayaji
HO11777,Renai Kappad Beach Resort,budget,3str,,DR11538,Renai Kappad Beach Resort
HO11487,The Gateway Hotel,moderate,5str,Visakhapatnam,DR12202,The Gateway Hotel
HO11836,Radisson Blu,budget,5str,Gorakhpur,DR11538,Radisson Blu
HO11528,The World Backwaters,moderate,4str,Alappuzha (Alleppey),DR12288,The World Backwaters
HO10558,Uday Backwater Resort,moderate,1str,Alappuzha (Alleppey),DR11005,Uday Backwater Resort
HO11620,Shreevanam By Beejom,moderate,3str,Banhpur,DR12413,Shreevanam By Beejom
HO11054,Sterling,moderate,4str,Thekkady (Periyar/Kumily),DR11373,Sterling
HO10017,Radisson Jass,first-class,5str,Khajuraho,DR10126,Radisson Jass
HO11333,Lemon Tree,moderate,3str,Indore,DR11514,Lemon Tree
